Well,X,Y,NTG
206-925,206,925,0.3493394570150059
206-926,206,926,0.3417212139069079
206-927,206,927,0.32098579726866205
206-928,206,928,0.29279171321930164
206-930,206,930,0.26418674977622914
207-901,207,901,0.28890333022371806
207-902,207,902,0.26044890280616073
207-903,207,903,0.23045706509395814
207-904,207,904,0.20279039293632195
207-905,207,905,0.1826379075055229
207-906,207,906,0.17570919302787047
207-908,207,908,0.23374425202487714
207-909,207,909,0.2884741819753458
207-911,207,911,0.29853543594330745
207-913,207,913,0.2963858303127722
207-914,207,914,0.3398959566011115
207-915,207,915,0.3653961634263112
207-916,207,916,0.3534569901221545
207-917,207,917,0.33169848509655253
207-918,207,918,0.31904609398995376
207-920,207,920,0.3176041715589122
207-921,207,921,0.32431297322621333
207-922,207,922,0.3318931855714027
207-923,207,923,0.3358355488896052
207-924,207,924,0.33482976692226885
207-925,207,925,0.3280490199766035
207-926,207,926,0.31557158565503585
207-928,207,928,0.2793628915472084
207-929,207,929,0.26629341155570785
208-901,208,901,0.3067095205315695
208-902,208,902,0.2799804981257239
208-903,208,903,0.24898222694849892
208-904,208,904,0.21689432440182088
208-905,208,905,0.19081580210354332
208-906,208,906,0.18005851227773917
208-907,208,907,0.19299739681443384
208-908,208,908,0.23066711877061152
208-909,208,909,0.27659608700845695
208-910,208,910,0.3028243712616785
208-911,208,911,0.29171674967646766
208-912,208,912,0.28025380886887774
208-913,208,913,0.30972837192803127
208-914,208,914,0.3618178488942334
208-916,208,916,0.3641991801513882
208-917,208,917,0.3313223851346834
208-918,208,918,0.30211439440923016
208-920,208,920,0.2999238243318274
208-921,208,921,0.3262647226091815
208-922,208,922,0.34520949343367135
208-923,208,923,0.3509394268653665
208-924,208,924,0.3414404840068954
208-926,208,926,0.3123289985452402
208-927,208,927,0.29951191312815695
208-928,208,928,0.28734396962039455
208-929,208,929,0.27760996398052384
208-930,208,930,0.27219666828938216
209-901,209,901,0.3292835691381839
209-902,209,902,0.30621019014000694
209-903,209,903,0.2749484391110002
209-904,209,904,0.23678632709993508
209-905,209,905,0.20138042988682514
209-906,209,906,0.1834522680191526
209-907,209,907,0.1913788315292777
209-908,209,908,0.22123820183199427
209-909,209,909,0.25820518781087287
209-910,209,910,0.28419668564713163
209-911,209,911,0.2933223915222811
209-912,209,912,0.3023937010912334
209-913,209,913,0.3294345023498977
209-914,209,914,0.3703411194460102
209-915,209,915,0.39662723010832224
209-917,209,917,0.35572213764174876
209-918,209,918,0.3274165305058716
209-919,209,919,0.30783736950799323
209-920,209,920,0.31902734407331934
209-921,209,921,0.34440296436794426
209-922,209,922,0.3673134503182638
209-923,209,923,0.3743817047665061
209-924,209,924,0.3576039975627907
209-925,209,925,0.3377646591284815
209-926,209,926,0.32729803586568096
209-927,209,927,0.31944360956643436
209-928,209,928,0.30860326844086217
209-929,209,929,0.2964019684079062
209-930,209,930,0.2862093750821657
210-901,210,901,0.3535994740154962
210-902,210,902,0.33722927664928193
210-903,210,903,0.30835181743823625
210-904,210,904,0.26216634273905015
210-905,210,905,0.21088291775350854
210-906,210,906,0.18207036436660928
210-907,210,907,0.1853917796505158
210-908,210,908,0.21145960831577781
210-909,210,909,0.2460947590372058
210-910,210,910,0.2770858831440819
210-911,210,911,0.3004451222936808
210-912,210,912,0.3220205522607813
210-913,210,913,0.348439902646021
210-915,210,915,0.4211185753033817
210-917,210,917,0.40953871445256596
210-918,210,918,0.3774878173564815
210-919,210,919,0.3587233974955524
210-920,210,920,0.35484780787666637
210-921,210,921,0.3644883073826861
210-922,210,922,0.37999914445842364
210-924,210,924,0.36004876347455195
210-925,210,925,0.345131668858528
210-926,210,926,0.3452449070638579
210-927,210,927,0.34521737456168466
210-928,210,928,0.3338275517328668
210-929,210,929,0.31695767105915706
210-930,210,930,0.3013702679640744
211-901,211,901,0.3744537793074869
211-902,211,902,0.36814708487105463
211-903,211,903,0.348142170710517
211-904,211,904,0.29566747922118
211-905,211,905,0.2172799571508648
211-906,211,906,0.17788973468285008
211-907,211,907,0.18115116979700474
211-908,211,908,0.20722231771119937
211-909,211,909,0.2431438832237518
211-910,211,910,0.2796408459116435
211-911,211,911,0.312220465784975
211-912,211,912,0.3416836528551954
211-913,211,913,0.3712769231440092
211-915,211,915,0.43511592533810983
211-916,211,916,0.44948021458135656
211-917,211,917,0.4312851703168974
211-918,211,918,0.4062589311239435
211-920,211,920,0.3724099260728906
211-921,211,921,0.36464139303591026
211-922,211,922,0.36235306837690473
211-923,211,923,0.35351448374896677
211-925,211,925,0.3381096668667851
211-926,211,926,0.35439903315432275
211-929,211,929,0.33301075182524187
211-930,211,930,0.3130662948729537
212-901,212,901,0.38482376768726567
212-902,212,902,0.3885619798648463
212-903,212,903,0.38254821780564896
212-906,212,906,0.18617126404117812
212-907,212,907,0.1885922258488364
212-908,212,908,0.21259820910768212
212-909,212,909,0.24894931817692623
212-910,212,910,0.28913653615116175
212-911,212,911,0.3267434733272694
212-912,212,912,0.3592849683852961
212-913,212,913,0.3868985357049013
212-914,212,914,0.40946408674426493
212-915,212,915,0.4240123069111661
212-916,212,916,0.42605723775196225
212-917,212,917,0.4136643072156829
212-918,212,918,0.39569299628378474
212-919,212,919,0.37753337349552396
212-920,212,920,0.3565060364645518
212-922,212,922,0.32385429298427937
212-923,212,923,0.3138204198732808
212-924,212,924,0.31126635034290473
212-925,212,925,0.32631464937480814
212-926,212,926,0.3504606349026318
212-927,212,927,0.36646182651558945
212-928,212,928,0.3612844295007207
212-929,212,929,0.3410688298988731
212-930,212,930,0.31810660606118546
213-901,213,901,0.37962341205880534
213-902,213,902,0.3885813537284548
213-903,213,903,0.39178408806681375
213-904,213,904,0.35794615870155155
213-905,213,905,0.27851862000736105
213-906,213,906,0.22508801604948303
213-907,213,907,0.2118127375664045
213-908,213,908,0.22635900001850473
213-909,213,909,0.2600785038651736
213-910,213,910,0.3018204858798157
213-911,213,911,0.34093566420631305
213-912,213,912,0.3723762279214924
213-913,213,913,0.39334901256603416
213-914,213,914,0.40183685786209367
213-915,213,915,0.39965577048563716
213-916,213,916,0.39122457568197433
213-917,213,917,0.379700495145741
213-918,213,918,0.36614604171646903
213-919,213,919,0.34937395684608674
213-920,213,920,0.32253324126839544
213-921,213,921,0.2934047235016095
213-922,213,922,0.2768158604429516
213-923,213,923,0.27605634837603077
213-924,213,924,0.2879973444490034
213-925,213,925,0.31112076921378673
213-926,213,926,0.3392397064280459
213-927,213,927,0.3606464107345033
213-928,213,928,0.3622821977205888
213-929,213,929,0.34163102027706316
213-930,213,930,0.31512950470589374
214-901,214,901,0.36038267567536764
214-902,214,902,0.36909298860311424
214-903,214,903,0.38327811610949425
214-905,214,905,0.32315390410421685
214-906,214,906,0.2688603929896516
214-907,214,907,0.23903234745159807
214-908,214,908,0.23990046383849517
214-909,214,909,0.26945159079366476
214-910,214,910,0.312358246600013
214-911,214,911,0.3500111922358684
214-912,214,912,0.3787048207824739
214-913,214,913,0.39404717304165615
214-914,214,914,0.38970382604347265
214-915,214,915,0.37320310809779755
214-916,214,916,0.35802952802087873
214-917,214,917,0.35318584850631396
214-919,214,919,0.33954701457217595
214-920,214,920,0.30286429465544984
214-921,214,921,0.25379154411863425
214-922,214,922,0.23684785022405208
214-923,214,923,0.24615392591593377
214-924,214,924,0.2668775252759019
214-925,214,925,0.293671379456967
214-926,214,926,0.32283886445586063
214-927,214,927,0.3505827214525965
214-928,214,928,0.36165665819848414
214-929,214,929,0.33645768594823267
214-930,214,930,0.30409860795427335
215-901,215,901,0.3374191036492533
215-902,215,902,0.3397289822140124
215-903,215,903,0.3637973101576506
215-904,215,904,0.3758520362154911
215-905,215,905,0.3498472910567614
215-906,215,906,0.3023846532467047
215-907,215,907,0.2595321111574549
215-908,215,908,0.24384971997966431
215-909,215,909,0.2680061089076844
215-911,215,911,0.34518422343859356
215-912,215,912,0.3714051459499217
215-914,215,914,0.37568437165819546
215-915,215,915,0.3550052893864972
215-917,215,917,0.354339356821761
215-918,215,918,0.3698698965011076
215-919,215,919,0.3725870885030105
215-920,215,920,0.33315403644586183
215-922,215,922,0.22926050676362308
215-923,215,923,0.2367782043970479
215-924,215,924,0.2555797876198156
215-925,215,925,0.2784558221630533
215-926,215,926,0.2994410276788244
215-927,215,927,0.32354470155989645
215-929,215,929,0.32366006986334384
216-901,216,901,0.33274424623299126
216-903,216,903,0.360386175718574
216-904,216,904,0.38723723839331115
216-905,216,905,0.3781046055942454
216-906,216,906,0.3344649924700036
216-907,216,907,0.278944104188696
216-909,216,909,0.25607250282735095
216-910,216,910,0.2900499375916752
216-911,216,911,0.32094686418531637
216-912,216,912,0.3450513188855382
216-913,216,913,0.3588776833519063
216-914,216,914,0.3577496082899927
216-915,216,915,0.35125192565757146
216-916,216,916,0.35518822722286814
216-918,216,918,0.40518138085090527
216-919,216,919,0.42365873615514715
216-921,216,921,0.32125963411573366
216-922,216,922,0.2649856448350505
216-923,216,923,0.24917184604041154
216-924,216,924,0.2553109493183001
216-925,216,925,0.27078357073061454
216-926,216,926,0.2792786573893693
216-928,216,928,0.29855109404678615
216-929,216,929,0.3035211824415569
216-930,216,930,0.30753565259882976
217-901,217,901,0.3644810348939984
217-902,217,902,0.36627059559336317
217-903,217,903,0.3926628361774789
217-904,217,904,0.4207757013372344
217-905,217,905,0.4191594770260849
217-906,217,906,0.37208418438343926
217-907,217,907,0.30690396823179356
217-908,217,908,0.2595337075804167
217-909,217,909,0.2504287298581147
217-910,217,910,0.2668692686741707
217-911,217,911,0.29012383909450534
217-912,217,912,0.3112391114150199
217-913,217,913,0.3275206788935776
217-914,217,914,0.33938910388254584
217-915,217,915,0.3511079451227346
217-916,217,916,0.3694988057048363
217-917,217,917,0.3963815183993802
217-918,217,918,0.423395540318495
217-919,217,919,0.4392985618166847
217-920,217,920,0.42181227046631875
217-921,217,921,0.3592857150116018
217-923,217,923,0.2635624291662708
217-924,217,924,0.2555916809243115
217-925,217,925,0.26563128116615076
217-927,217,927,0.2622469698410441
217-928,217,928,0.26529577175806196
217-929,217,929,0.28934233899030914
217-930,217,930,0.33427763108741715
218-901,218,901,0.41093456122172256
218-902,218,902,0.4179236481127617
218-903,218,903,0.43146798130514696
218-904,218,904,0.45238149308819686
218-906,218,906,0.4005519368844972
218-907,218,907,0.32976700393351166
218-908,218,908,0.2748871175425549
218-909,218,909,0.24954372656356583
218-910,218,910,0.25145484919436
218-911,218,911,0.26618836075477503
218-912,218,912,0.28334003633092664
218-913,218,913,0.30179127336818823
218-914,218,914,0.32478000708439225
218-915,218,915,0.3496089970549079
218-916,218,916,0.3750213457678768
218-917,218,917,0.4000579643995721
218-918,218,918,0.41975245133497907
218-919,218,919,0.42507083285136105
218-920,218,920,0.40460299617582507
218-921,218,921,0.35788006611134904
218-922,218,922,0.3046452093609773
218-923,218,923,0.26404515554754227
218-924,218,924,0.24512495125540568
218-925,218,925,0.24761199380603216
218-926,218,926,0.2535175422929825
218-927,218,927,0.2498522507620322
218-928,218,928,0.25393352292375937
219-901,219,901,0.4429173640071298
219-904,219,904,0.4524276918676833
219-905,219,905,0.44619626610878527
219-906,219,906,0.40119407029045817
219-908,219,908,0.2838738616868284
219-910,219,910,0.24721559448418873
219-911,219,911,0.2567971441447128
219-912,219,912,0.2711480828125872
219-914,219,914,0.32040951025271625
219-915,219,915,0.350936499463117
219-916,219,916,0.37608228784415587
219-917,219,917,0.3944812945112517
219-918,219,918,0.40381476198643895
219-919,219,919,0.3996390515340309
219-920,219,920,0.3776855795509064
219-921,219,921,0.33960205018098577
219-922,219,922,0.29499641199686266
219-923,219,923,0.2549394363588817
219-925,219,925,0.22707520699935912
219-926,219,926,0.2325531698468879
219-927,219,927,0.2398557900305036
219-928,219,928,0.26021115115070614
219-929,219,929,0.3135030074528018
220-901,220,901,0.4460673096932197
220-902,220,902,0.43166858525832197
220-903,220,903,0.42761006480145625
220-904,220,904,0.43217092277348
220-905,220,905,0.42338899442708566
220-906,220,906,0.3885951585651597
220-907,220,907,0.3385386619926436
220-908,220,908,0.2928583210894402
220-909,220,909,0.2640859276767742
220-910,220,910,0.2565914233379516
220-911,220,911,0.26396075077968817
220-912,220,912,0.2795821588999772
220-913,220,913,0.3022790554704713
220-914,220,914,0.33191669588435246
220-915,220,915,0.3592550459152406
220-916,220,916,0.3771465861527261
220-917,220,917,0.3847300569814678
220-918,220,918,0.38268793133110535
220-919,220,919,0.3705744106177633
220-920,220,920,0.34785602984658937
220-921,220,921,0.31636663691971023
220-922,220,922,0.28108876217092416
220-924,220,924,0.2252298085190283
220-925,220,925,0.21793621682663655
220-926,220,926,0.2212439004702489
220-927,220,927,0.23307832157984265
220-928,220,928,0.2602820862561934
220-929,220,929,0.31003698031581095
220-930,220,930,0.3689559939653613
221-903,221,903,0.40240198269674465
221-904,221,904,0.4112694945280424
221-905,221,905,0.4048490598258496
221-906,221,906,0.37630126749856174
221-907,221,907,0.3362626135399651
221-908,221,908,0.3007804879860103
221-909,221,909,0.27913802409733535
221-910,221,910,0.27360700402176263
221-911,221,911,0.2818406100439148
221-912,221,912,0.30013429525227764
221-913,221,913,0.32537634989679276
221-914,221,914,0.3527936702490706
221-915,221,915,0.3730812474349108
221-916,221,916,0.37867592507218006
221-917,221,917,0.3724946299899159
221-918,221,918,0.358939798785876
221-919,221,919,0.3403438546018229
221-920,221,920,0.31796614000851875
221-921,221,921,0.2933140951606745
221-922,221,922,0.2683948519948771
221-923,221,923,0.24552974907404845
221-924,221,924,0.22793155107190088
221-925,221,925,0.21869175675745467
221-926,221,926,0.21805272735842252
221-927,221,927,0.22682547242246898
221-928,221,928,0.24830017589867026
221-929,221,929,0.28392704256869195
221-930,221,930,0.327708036659093
222-901,222,901,0.4205464123671163
222-902,222,902,0.3954721728931645
222-903,222,903,0.3926055968465221
222-904,222,904,0.40043244023758007
222-905,222,905,0.39541434018546795
222-906,222,906,0.3665699714219883
222-907,222,907,0.3309896983068725
222-908,222,908,0.3056800451223296
222-909,222,909,0.2928234750198584
222-910,222,910,0.2915150539343827
222-911,222,911,0.3020070601926008
222-912,222,912,0.32243035521997143
222-913,222,913,0.34839984091269116
222-914,222,914,0.3729721725858042
222-916,222,916,0.37591772384945443
222-918,222,918,0.3323491926108453
222-919,222,919,0.30953435533716345
222-920,222,920,0.2890845381301581
222-921,222,921,0.27252343654523514
222-922,222,922,0.2594410480248186
222-923,222,923,0.24754687534130326
222-924,222,924,0.23615414768873322
222-925,222,925,0.22692704985686518
222-926,222,926,0.22213627358336652
222-927,222,927,0.22455564766730518
222-928,222,928,0.2366565886384322
222-929,222,929,0.25839346259365215
222-930,222,930,0.29089494837395335
223-901,223,901,0.40905829031969176
223-902,223,902,0.391516784255316
223-903,223,903,0.387625457863372
223-904,223,904,0.3927454450110446
223-906,223,906,0.3547280794014682
223-907,223,907,0.3215301366932337
223-908,223,908,0.30987764952011787
223-909,223,909,0.30538452545249584
223-910,223,910,0.306119565149352
223-911,223,911,0.3181773080075416
223-912,223,912,0.3400038920287969
223-913,223,913,0.3650655438515926
223-914,223,914,0.38469536734336884
223-915,223,915,0.38621759203138595
223-916,223,916,0.3624429909290896
223-917,223,917,0.33129263679212784
223-918,223,918,0.30332969818173794
223-919,223,919,0.27968593811677067
223-920,223,920,0.2623939401998676
223-921,223,921,0.2552420523837
223-922,223,922,0.2565418407919786
223-923,223,923,0.2568699237347971
223-924,223,924,0.2518443717897121
223-925,223,925,0.2433813696963547
223-926,223,926,0.2350229649465767
223-927,223,927,0.23194447266692464
223-928,223,928,0.23929846229740903
223-929,223,929,0.2557834006577835
224-901,224,901,0.3988043735764961
224-902,224,902,0.3823970941467394
224-903,224,903,0.376657961398152
224-904,224,904,0.3769342176935453
224-905,224,905,0.36896047389342357
224-906,224,906,0.3422150206695562
224-908,224,908,0.3243396148510982
224-909,224,909,0.31686049607694855
224-910,224,910,0.3128570357993681
224-911,224,911,0.32677604005672123
224-912,224,912,0.35076041003308234
224-913,224,913,0.373570483085814
224-914,224,914,0.38588520319287767
224-916,224,916,0.3368909461086069
224-917,224,917,0.30262928974225645
224-918,224,918,0.27743469737306015
224-919,224,919,0.2562271494523536
224-920,224,920,0.24130352141542133
224-921,224,921,0.24264126140889886
224-922,224,922,0.2625422714351622
224-923,224,923,0.275041884342464
224-924,224,924,0.27545695864899145
224-925,224,925,0.26869033022379085
224-926,224,926,0.2579694878187695
224-927,224,927,0.2509119050624946
224-928,224,928,0.2618856487397352
224-929,224,929,0.29239281416008467
224-930,224,930,0.3250542578628739
225-901,225,901,0.38989638220397893
225-902,225,902,0.3704539474848332
225-903,225,903,0.3621403064095716
225-904,225,904,0.3601989975826285
225-905,225,905,0.3550383125377863
225-906,225,906,0.3438440665064135
225-907,225,907,0.34015880060457704
225-909,225,909,0.3118508034818035
225-910,225,910,0.3053690347960014
225-911,225,911,0.3285144828368374
225-912,225,912,0.35810830535622884
225-913,225,913,0.3781630464206138
225-914,225,914,0.3792600619386022
225-915,225,915,0.3541128364753554
225-917,225,917,0.2836411666367127
225-918,225,918,0.26571941100756646
225-919,225,919,0.24879869050388947
225-920,225,920,0.23565468203408457
225-923,225,923,0.29784267694050115
225-924,225,924,0.3033224869238964
225-925,225,925,0.3010744489172712
225-926,225,926,0.2908789796663722
225-927,225,927,0.2786952968936962
225-929,225,929,0.35775994418239065
225-930,225,930,0.3949141419110269
226-901,226,901,0.38664492287680474
226-902,226,902,0.3610597392919743
226-903,226,903,0.35110912490910806
226-904,226,904,0.35001501570809523
226-905,226,905,0.3491892681162696
226-906,226,906,0.3465395319540576
226-907,226,907,0.3418488925834353
226-908,226,908,0.3200864278317965
226-910,226,910,0.2914213002149282
226-911,226,911,0.3320475791033033
226-912,226,912,0.36985805625429435
226-913,226,913,0.3878239893983242
226-914,226,914,0.381169759361903
226-915,226,915,0.3528112580639444
226-916,226,916,0.3164447623043394
226-917,226,917,0.29197812620278185
226-918,226,918,0.27632291432322376
226-919,226,919,0.2634621985029746
226-920,226,920,0.2555422190814909
226-921,226,921,0.2636367783374727
226-922,226,922,0.29206391842734725
226-923,226,923,0.3157601111142405
226-924,226,924,0.3288335043738524
226-925,226,925,0.333882521244492
226-927,226,927,0.31425962337714
226-930,226,930,0.4520416717072422
227-901,227,901,0.39757578101998803
227-903,227,903,0.35252436194217296
227-904,227,904,0.3497586845873357
227-905,227,905,0.34817368713531494
227-906,227,906,0.3457437556766081
227-907,227,907,0.33857465979712487
227-908,227,908,0.3135489874753432
227-910,227,910,0.2969779328133484
227-911,227,911,0.34632748924754964
227-912,227,912,0.3902950117171926
227-913,227,913,0.40492476060636307
227-914,227,914,0.3941133645578816
227-915,227,915,0.36880615756246016
227-916,227,916,0.3404050026772474
227-917,227,917,0.3185839596922122
227-918,227,918,0.3042117818387631
227-919,227,919,0.29410179002382897
227-920,227,920,0.2881128399054642
227-921,227,921,0.29156587683090507
227-922,227,922,0.30790055547629436
227-923,227,923,0.32953016288034576
227-924,227,924,0.34801785633496607
227-925,227,925,0.3582118194753914
227-926,227,926,0.35736103146793496
227-927,227,927,0.35385010902751546
227-928,227,928,0.37867853356404524
227-929,227,929,0.4349351717210581
227-930,227,930,0.4599894394228343
228-902,228,902,0.3934979917730672
228-903,228,903,0.3724253124581338
228-904,228,904,0.3602889626780126
228-905,228,905,0.35067401466213255
228-906,228,906,0.3419551831138392
228-907,228,907,0.33458028524820094
228-909,228,909,0.29897100673159827
228-910,228,910,0.3126766868653803
228-911,228,911,0.3599721377950935
228-913,228,913,0.4170018502004815
228-914,228,914,0.4059169781336607
228-915,228,915,0.38600402821759516
228-916,228,916,0.36494188786224413
228-917,228,917,0.3482219582430801
228-918,228,918,0.33697316406019695
228-919,228,919,0.328810059540368
228-920,228,920,0.3200155822630961
228-921,228,921,0.3122761620506349
228-922,228,922,0.31789982739466716
228-923,228,923,0.3368374477778069
228-924,228,924,0.35922120955669357
228-925,228,925,0.3738419415283545
228-926,228,926,0.37519244425421405
228-927,228,927,0.3772778676005881
228-928,228,928,0.3943671520208927
228-929,228,929,0.42120629589827274
228-930,228,930,0.43637667481304376
229-901,229,901,0.4562948689657631
229-902,229,902,0.42800631359960306
229-903,229,903,0.4016426898408767
229-904,229,904,0.3784876773939345
229-905,229,905,0.35596644094597707
229-906,229,906,0.3331399701566937
229-907,229,907,0.31144098428018907
229-908,229,908,0.29398703859565956
229-909,229,909,0.28880677751395467
229-910,229,910,0.3095325157113251
229-911,229,911,0.3516394279249937
229-912,229,912,0.3918313000928997
229-913,229,913,0.4082272889962546
229-914,229,914,0.4056498878877335
229-915,229,915,0.39449416482345967
229-916,229,916,0.3814913152701216
229-917,229,917,0.3707739264949055
229-918,229,918,0.3632329050915857
229-919,229,919,0.3559682746396575
229-921,229,921,0.3172302777696423
229-922,229,922,0.31500989814066216
229-923,229,923,0.33307094549222604
229-924,229,924,0.358022967573266
229-927,229,927,0.37793774612568143
229-928,229,928,0.38602814900746907
229-929,229,929,0.3953810501897088
229-930,229,930,0.3989638114304306
230-901,230,901,0.4861907334266533
230-902,230,902,0.4620761316572555
230-903,230,903,0.4337634085596491
230-904,230,904,0.4019372327823092
230-905,230,905,0.3663276617601383
230-906,230,906,0.32740588744031385
230-907,230,907,0.28747497011863743
230-909,230,909,0.2622390553546694
230-910,230,910,0.28893772212760993
230-911,230,911,0.32711786513535657
230-912,230,912,0.3630640729272656
230-913,230,913,0.3851111102854681
230-914,230,914,0.3926967028388475
230-915,230,915,0.39121217671274877
230-916,230,916,0.38592562229935545
230-917,230,917,0.3804753898994928
230-918,230,918,0.3758532009729052
230-919,230,919,0.3683322959445139
230-920,230,920,0.3458642704392272
230-922,230,922,0.3036726980051281
230-923,230,923,0.3192462961577647
230-924,230,924,0.34078576179155284
230-925,230,925,0.3566270122615993
230-926,230,926,0.36006852248522847
230-927,230,927,0.36022417989485866
230-928,230,928,0.3620772279105253
230-929,230,929,0.360809935681047
230-930,230,930,0.35282818594783905
231-901,231,901,0.5157772567822505
231-902,231,902,0.49627429244990395
231-903,231,903,0.4679887514367067
231-904,231,904,0.4303888016524695
231-905,231,905,0.38477973399422893
231-906,231,906,0.3345381182066447
231-907,231,907,0.2859682463601416
231-908,231,908,0.2523242890336128
231-909,231,909,0.24807845135271123
231-910,231,910,0.26740606308253945
231-911,231,911,0.2998578137561019
231-912,231,912,0.33252370409272203
231-913,231,913,0.357189348879281
231-914,231,914,0.3718137629222049
231-915,231,915,0.37785893816901783
231-916,231,916,0.37811311663266167
