Well,X,Y,NTG
207-906,207,906,0.1897
207-908,207,908,0.1897
207-909,207,909,0.3249
207-911,207,911,0.2659
207-913,207,913,0.2659
207-914,207,914,0.2659
207-915,207,915,0.2659
207-916,207,916,0.2659
207-917,207,917,0.2659
207-918,207,918,0.2659
207-920,207,920,0.3205
207-921,207,921,0.3388
207-922,207,922,0.3388
207-923,207,923,0.3431
207-924,207,924,0.3333
207-925,207,925,0.2963
207-926,207,926,0.2963
207-928,207,928,0.2963
207-929,207,929,0.2637
208-901,208,901,0.2092
208-902,208,902,0.2092
208-903,208,903,0.2092
208-904,208,904,0.2092
208-905,208,905,0.2092
208-906,208,906,0.1897
208-907,208,907,0.1897
208-908,208,908,0.1897
208-909,208,909,0.3249
208-910,208,910,0.3249
208-911,208,911,0.3971
208-912,208,912,0.3971
208-913,208,913,0.3971
208-914,208,914,0.3971
208-916,208,916,0.3971
208-917,208,917,0.3971
208-918,208,918,0.3971
208-920,208,920,0.2775
208-921,208,921,0.3388
208-922,208,922,0.3388
208-923,208,923,0.3869
208-924,208,924,0.3333
208-926,208,926,0.3244
208-927,208,927,0.3661
208-928,208,928,0.3533
208-929,208,929,0.3533
208-930,208,930,0.3533
209-901,209,901,0.3394
209-902,209,902,0.3394
209-903,209,903,0.3394
209-904,209,904,0.3394
209-905,209,905,0.2251
209-906,209,906,0.1897
209-907,209,907,0.1897
209-908,209,908,0.1897
209-909,209,909,0.3249
209-910,209,910,0.3249
209-911,209,911,0.3729
209-912,209,912,0.3729
209-913,209,913,0.3729
209-914,209,914,0.3729
209-915,209,915,0.3729
209-917,209,917,0.3729
209-918,209,918,0.3729
209-919,209,919,0.2775
209-920,209,920,0.2775
209-921,209,921,0.3388
209-922,209,922,0.3388
209-923,209,923,0.3869
209-924,209,924,0.3333
209-925,209,925,0.3244
209-926,209,926,0.3244
209-927,209,927,0.3661
209-928,209,928,0.3533
209-929,209,929,0.3533
209-930,209,930,0.3533
210-901,210,901,0.3394
210-902,210,902,0.3394
210-903,210,903,0.3394
210-904,210,904,0.3394
210-905,210,905,0.2251
210-906,210,906,0.1897
210-907,210,907,0.1897
210-908,210,908,0.1897
210-909,210,909,0.3249
210-910,210,910,0.3249
210-911,210,911,0.3801
210-912,210,912,0.3801
210-913,210,913,0.3801
210-915,210,915,0.3801
210-917,210,917,0.4419
210-918,210,918,0.4419
210-919,210,919,0.3901
210-920,210,920,0.4099
210-921,210,921,0.3388
210-922,210,922,0.3388
210-924,210,924,0.3333
210-925,210,925,0.3244
210-926,210,926,0.3244
210-927,210,927,0.3661
210-928,210,928,0.3533
210-929,210,929,0.3533
210-930,210,930,0.3533
211-901,211,901,0.3394
211-902,211,902,0.3394
211-903,211,903,0.3394
211-904,211,904,0.3394
211-905,211,905,0.2251
211-906,211,906,0.1897
211-907,211,907,0.1897
211-908,211,908,0.1897
211-909,211,909,0.3249
211-910,211,910,0.3249
211-911,211,911,0.4042
211-912,211,912,0.4042
211-913,211,913,0.4042
211-915,211,915,0.4042
211-916,211,916,0.4419
211-917,211,917,0.4419
211-918,211,918,0.4419
211-920,211,920,0.4099
211-921,211,921,0.3388
211-922,211,922,0.3388
211-923,211,923,0.3869
211-925,211,925,0.3244
211-926,211,926,0.3244
211-929,211,929,0.3533
211-930,211,930,0.3533
212-901,212,901,0.3394
212-902,212,902,0.3394
212-903,212,903,0.3394
212-906,212,906,0.2419
212-907,212,907,0.2419
212-908,212,908,0.2419
212-909,212,909,0.3125
212-910,212,910,0.3125
212-911,212,911,0.4042
212-912,212,912,0.4042
212-913,212,913,0.4042
212-914,212,914,0.4042
212-915,212,915,0.4042
212-916,212,916,0.4419
212-917,212,917,0.4419
212-918,212,918,0.4419
212-919,212,919,0.3901
212-920,212,920,0.4099
212-922,212,922,0.3388
212-923,212,923,0.3869
212-924,212,924,0.3333
212-925,212,925,0.3244
212-926,212,926,0.3244
212-927,212,927,0.3661
212-928,212,928,0.3533
212-929,212,929,0.3533
212-930,212,930,0.3533
213-901,213,901,0.3394
213-902,213,902,0.3394
213-903,213,903,0.3394
213-904,213,904,0.3394
213-905,213,905,0.2251
213-906,213,906,0.2419
213-907,213,907,0.2419
213-908,213,908,0.2419
213-909,213,909,0.3125
213-910,213,910,0.3125
213-911,213,911,0.3867
213-912,213,912,0.3867
213-913,213,913,0.3867
213-914,213,914,0.3867
213-915,213,915,0.3484
213-916,213,916,0.3484
213-917,213,917,0.3484
213-918,213,918,0.3484
213-919,213,919,0.3901
213-920,213,920,0.4099
213-921,213,921,0.3388
213-922,213,922,0.3388
213-923,213,923,0.3869
213-924,213,924,0.3333
213-925,213,925,0.3244
213-926,213,926,0.3244
213-927,213,927,0.3661
213-928,213,928,0.3533
213-929,213,929,0.3533
213-930,213,930,0.3533
214-901,214,901,0.3769
214-902,214,902,0.3769
214-903,214,903,0.3769
214-905,214,905,0.3769
214-906,214,906,0.2419
214-907,214,907,0.2419
214-908,214,908,0.2419
214-909,214,909,0.3125
214-910,214,910,0.3125
214-911,214,911,0.3867
214-912,214,912,0.3867
214-913,214,913,0.3867
214-914,214,914,0.3867
214-915,214,915,0.3484
214-916,214,916,0.3484
214-917,214,917,0.3484
214-919,214,919,0.3901
214-920,214,920,0.4099
214-921,214,921,0.25
214-922,214,922,0.2979
214-923,214,923,0.3869
214-924,214,924,0.3333
214-925,214,925,0.2762
214-926,214,926,0.2762
214-927,214,927,0.2759
214-928,214,928,0.3512
214-929,214,929,0.2865
214-930,214,930,0.2918
215-901,215,901,0.3769
215-902,215,902,0.3769
215-903,215,903,0.3769
215-904,215,904,0.3769
215-905,215,905,0.3769
215-906,215,906,0.2419
215-907,215,907,0.2419
215-908,215,908,0.2419
215-909,215,909,0.3125
215-911,215,911,0.3867
215-912,215,912,0.3867
215-914,215,914,0.3867
215-915,215,915,0.3402
215-917,215,917,0.3402
215-918,215,918,0.3402
215-919,215,919,0.3901
215-920,215,920,0.4099
215-922,215,922,0.2979
215-923,215,923,0.3869
215-924,215,924,0.3333
215-925,215,925,0.2762
215-926,215,926,0.2762
215-927,215,927,0.2759
215-929,215,929,0.2865
216-901,216,901,0.3248
216-903,216,903,0.3248
216-904,216,904,0.3248
216-905,216,905,0.3248
216-906,216,906,0.2419
216-907,216,907,0.2419
216-909,216,909,0.3125
216-910,216,910,0.3125
216-911,216,911,0.3867
216-912,216,912,0.3867
216-913,216,913,0.3867
216-914,216,914,0.3867
216-915,216,915,0.3791
216-916,216,916,0.3791
216-918,216,918,0.3791
216-919,216,919,0.3901
216-921,216,921,0.25
216-922,216,922,0.2979
216-923,216,923,0.2484
216-924,216,924,0.2287
216-925,216,925,0.2762
216-926,216,926,0.2762
216-928,216,928,0.3512
216-929,216,929,0.2865
216-930,216,930,0.2918
217-901,217,901,0.3248
217-902,217,902,0.3248
217-903,217,903,0.3248
217-904,217,904,0.3248
217-905,217,905,0.3248
217-906,217,906,0.2419
217-907,217,907,0.2419
217-908,217,908,0.2419
217-909,217,909,0.3125
217-910,217,910,0.3125
217-911,217,911,0.3867
217-912,217,912,0.3867
217-913,217,913,0.3867
217-914,217,914,0.3867
217-915,217,915,0.3791
217-916,217,916,0.3791
217-917,217,917,0.3791
217-918,217,918,0.3791
217-919,217,919,0.3901
217-920,217,920,0.4099
217-921,217,921,0.25
217-923,217,923,0.2484
217-924,217,924,0.2287
217-925,217,925,0.2762
217-927,217,927,0.2759
217-928,217,928,0.3512
217-929,217,929,0.2865
217-930,217,930,0.3721
218-901,218,901,0.4488
218-902,218,902,0.4488
218-903,218,903,0.4436
218-904,218,904,0.4436
218-906,218,906,0.3375
218-907,218,907,0.3375
218-908,218,908,0.3471
218-909,218,909,0.2514
218-910,218,910,0.2514
218-911,218,911,0.2895
218-912,218,912,0.2895
218-913,218,913,0.2895
218-914,218,914,0.2895
218-915,218,915,0.2895
218-916,218,916,0.2895
218-917,218,917,0.2895
218-918,218,918,0.2895
218-919,218,919,0.3901
218-920,218,920,0.4099
218-921,218,921,0.25
218-922,218,922,0.2979
218-923,218,923,0.2484
218-924,218,924,0.2287
218-925,218,925,0.2762
218-926,218,926,0.2762
218-927,218,927,0.2759
218-928,218,928,0.3512
219-901,219,901,0.4488
219-904,219,904,0.4436
219-905,219,905,0.4562
219-906,219,906,0.3375
219-908,219,908,0.3471
219-910,219,910,0.2514
219-911,219,911,0.2895
219-912,219,912,0.2895
219-914,219,914,0.2895
219-915,219,915,0.2895
219-916,219,916,0.2895
219-917,219,917,0.2895
219-918,219,918,0.2895
219-919,219,919,0.3901
219-920,219,920,0.4099
219-921,219,921,0.25
219-922,219,922,0.2979
219-923,219,923,0.2484
219-925,219,925,0.3941
219-926,219,926,0.3941
219-927,219,927,0.3941
219-928,219,928,0.3941
219-929,219,929,0.3941
220-901,220,901,0.4488
220-902,220,902,0.4488
220-903,220,903,0.4436
220-904,220,904,0.4436
220-905,220,905,0.4562
220-906,220,906,0.3375
220-907,220,907,0.3375
220-908,220,908,0.3471
220-909,220,909,0.2514
220-910,220,910,0.2514
220-911,220,911,0.2895
220-912,220,912,0.2895
220-913,220,913,0.2895
220-914,220,914,0.2895
220-915,220,915,0.2895
220-916,220,916,0.2895
220-917,220,917,0.2895
220-918,220,918,0.2895
220-919,220,919,0.3901
220-920,220,920,0.4099
220-921,220,921,0.25
220-922,220,922,0.2979
220-924,220,924,0.2287
220-925,220,925,0.3941
220-926,220,926,0.3941
220-927,220,927,0.3941
220-928,220,928,0.3941
220-929,220,929,0.3941
220-930,220,930,0.3941
221-903,221,903,0.4436
221-904,221,904,0.4436
221-905,221,905,0.4562
221-906,221,906,0.3375
221-907,221,907,0.3375
221-908,221,908,0.3471
221-909,221,909,0.2514
221-910,221,910,0.2514
221-911,221,911,0.3857
221-912,221,912,0.3857
221-913,221,913,0.3857
221-914,221,914,0.3857
221-915,221,915,0.3857
221-916,221,916,0.3857
221-917,221,917,0.3557
221-918,221,918,0.3557
221-919,221,919,0.3901
221-920,221,920,0.4099
221-921,221,921,0.2386
221-922,221,922,0.2979
221-923,221,923,0.2484
221-924,221,924,0.2287
221-925,221,925,0.3941
221-926,221,926,0.3941
221-927,221,927,0.3941
221-928,221,928,0.3941
221-929,221,929,0.3941
221-930,221,930,0.3941
222-901,222,901,0.4369
222-902,222,902,0.4
222-903,222,903,0.3894
222-904,222,904,0.3894
222-905,222,905,0.3894
222-906,222,906,0.3162
222-907,222,907,0.3162
222-908,222,908,0.3471
222-909,222,909,0.2514
222-910,222,910,0.2514
222-911,222,911,0.3857
222-912,222,912,0.3857
222-913,222,913,0.3857
222-914,222,914,0.3857
222-916,222,916,0.3857
222-918,222,918,0.3557
222-919,222,919,0.3901
222-920,222,920,0.4099
222-921,222,921,0.2386
222-922,222,922,0.2794
222-923,222,923,0.2484
222-924,222,924,0.2287
222-925,222,925,0.2961
222-926,222,926,0.2961
222-927,222,927,0.2961
222-928,222,928,0.2961
222-929,222,929,0.2961
222-930,222,930,0.2795
223-901,223,901,0.4369
223-902,223,902,0.4
223-903,223,903,0.3894
223-904,223,904,0.3894
223-906,223,906,0.3162
223-907,223,907,0.3162
223-908,223,908,0.3471
223-909,223,909,0.2778
223-910,223,910,0.2778
223-911,223,911,0.3857
223-912,223,912,0.3857
223-913,223,913,0.3857
223-914,223,914,0.3857
223-915,223,915,0.3857
223-916,223,916,0.3857
223-917,223,917,0.3557
223-918,223,918,0.3557
223-919,223,919,0.3421
223-920,223,920,0.3421
223-921,223,921,0.2386
223-922,223,922,0.2794
223-923,223,923,0.2484
223-924,223,924,0.2287
223-925,223,925,0.2961
223-926,223,926,0.2961
223-927,223,927,0.2961
223-928,223,928,0.2961
223-929,223,929,0.2961
224-901,224,901,0.4369
224-902,224,902,0.4
224-903,224,903,0.3894
224-904,224,904,0.3894
224-905,224,905,0.3894
224-906,224,906,0.3162
224-908,224,908,0.3471
224-909,224,909,0.2778
224-910,224,910,0.2778
224-911,224,911,0.3775
224-912,224,912,0.3775
224-913,224,913,0.3775
224-914,224,914,0.3775
224-916,224,916,0.3775
224-917,224,917,0.3557
224-918,224,918,0.3557
224-919,224,919,0.3421
224-920,224,920,0.3421
224-921,224,921,0.2386
224-922,224,922,0.2794
224-923,224,923,0.2484
224-924,224,924,0.2287
224-925,224,925,0.2961
224-926,224,926,0.2961
224-927,224,927,0.2961
224-928,224,928,0.2961
224-929,224,929,0.2961
224-930,224,930,0.2795
225-901,225,901,0.3636
225-902,225,902,0.3636
225-903,225,903,0.3894
225-904,225,904,0.3894
225-905,225,905,0.3894
225-906,225,906,0.3162
225-907,225,907,0.3162
225-909,225,909,0.2778
225-910,225,910,0.2778
225-911,225,911,0.3081
225-912,225,912,0.3081
225-913,225,913,0.3081
225-914,225,914,0.3081
225-915,225,915,0.3081
225-917,225,917,0.3081
225-918,225,918,0.3081
225-919,225,919,0.3421
225-920,225,920,0.3421
225-923,225,923,0.2484
225-924,225,924,0.2287
225-925,225,925,0.2961
225-926,225,926,0.2961
225-927,225,927,0.2961
225-929,225,929,0.2961
225-930,225,930,0.2795
226-901,226,901,0.3636
226-902,226,902,0.3636
226-903,226,903,0.3894
226-904,226,904,0.3894
226-905,226,905,0.3894
226-906,226,906,0.3162
226-907,226,907,0.3162
226-908,226,908,0.3471
226-910,226,910,0.2778
226-911,226,911,0.3081
226-912,226,912,0.3081
226-913,226,913,0.3081
226-914,226,914,0.3081
226-915,226,915,0.3081
226-916,226,916,0.3081
226-917,226,917,0.3081
226-918,226,918,0.3081
226-919,226,919,0.3421
226-920,226,920,0.3421
226-921,226,921,0.2386
226-922,226,922,0.2794
226-923,226,923,0.2484
226-924,226,924,0.2287
226-925,226,925,0.3299
226-927,226,927,0.3299
226-930,226,930,0.429
227-901,227,901,0.3636
227-903,227,903,0.3894
227-904,227,904,0.3894
227-905,227,905,0.3894
227-906,227,906,0.3162
227-907,227,907,0.3162
227-908,227,908,0.325
227-910,227,910,0.2778
227-911,227,911,0.4079
227-912,227,912,0.4079
227-913,227,913,0.4079
227-914,227,914,0.4079
227-915,227,915,0.4079
227-916,227,916,0.4079
227-917,227,917,0.4079
227-918,227,918,0.4079
227-919,227,919,0.3421
227-920,227,920,0.3421
227-921,227,921,0.2386
227-922,227,922,0.2794
227-923,227,923,0.2484
227-924,227,924,0.2287
227-925,227,925,0.3299
227-926,227,926,0.3299
227-927,227,927,0.3299
227-928,227,928,0.3322
227-929,227,929,0.429
227-930,227,930,0.429
228-902,228,902,0.4268
228-903,228,903,0.3894
228-904,228,904,0.3894
228-905,228,905,0.3894
228-906,228,906,0.3162
228-907,228,907,0.3162
228-909,228,909,0.2778
228-910,228,910,0.2778
228-911,228,911,0.4079
228-913,228,913,0.4079
228-914,228,914,0.4079
228-915,228,915,0.4079
228-916,228,916,0.4079
228-917,228,917,0.4079
228-918,228,918,0.4079
228-919,228,919,0.3421
228-920,228,920,0.3421
228-921,228,921,0.3074
228-922,228,922,0.3074
228-923,228,923,0.2696
228-924,228,924,0.2696
228-925,228,925,0.3774
228-926,228,926,0.3764
228-927,228,927,0.3764
228-928,228,928,0.3764
228-929,228,929,0.429
228-930,228,930,0.429
229-901,229,901,0.4268
229-902,229,902,0.4268
229-903,229,903,0.3894
229-904,229,904,0.3894
229-905,229,905,0.3894
229-906,229,906,0.3162
229-907,229,907,0.3162
229-908,229,908,0.325
229-909,229,909,0.2778
229-910,229,910,0.2778
229-911,229,911,0.4079
229-912,229,912,0.4079
229-913,229,913,0.4079
229-914,229,914,0.4079
229-915,229,915,0.4079
229-916,229,916,0.4079
229-917,229,917,0.4079
229-918,229,918,0.4079
229-919,229,919,0.3421
229-921,229,921,0.3074
229-922,229,922,0.3074
229-923,229,923,0.2696
229-924,229,924,0.2696
229-927,229,927,0.3764
229-928,229,928,0.3764
229-929,229,929,0.429
229-930,229,930,0.429
230-901,230,901,0.4268
230-902,230,902,0.4268
230-903,230,903,0.5625
230-904,230,904,0.5625
230-905,230,905,0.5625
230-906,230,906,0.3162
230-907,230,907,0.3162
230-909,230,909,0.2519
230-910,230,910,0.2519
230-911,230,911,0.4079
230-912,230,912,0.4079
230-913,230,913,0.4079
230-914,230,914,0.4079
230-915,230,915,0.4079
230-916,230,916,0.4079
230-917,230,917,0.4079
230-918,230,918,0.4079
230-919,230,919,0.3421
230-920,230,920,0.3421
230-922,230,922,0.3074
230-923,230,923,0.2696
230-924,230,924,0.2696
230-925,230,925,0.3774
230-926,230,926,0.3764
230-927,230,927,0.3764
230-928,230,928,0.3764
230-929,230,929,0.429
230-930,230,930,0.429
231-901,231,901,0.4268
231-902,231,902,0.4268
231-903,231,903,0.5625
231-904,231,904,0.5625
231-905,231,905,0.5625
231-906,231,906,0.3162
231-907,231,907,0.3162
231-908,231,908,0.2562
231-909,231,909,0.2519
231-910,231,910,0.2519
231-911,231,911,0.2766
231-912,231,912,0.2766
231-913,231,913,0.2766
231-914,231,914,0.2766
231-915,231,915,0.2766
231-916,231,916,0.2766
231-917,231,917,0.3579
231-918,231,918,0.3579
231-919,231,919,0.3486
231-921,231,921,0.3074
231-922,231,922,0.3074
231-923,231,923,0.2696
231-924,231,924,0.2696
231-925,231,925,0.2909
231-926,231,926,0.2909
231-927,231,927,0.2909
231-928,231,928,0.3391
232-901,232,901,0.4268
232-902,232,902,0.4268
232-903,232,903,0.5625
232-904,232,904,0.5625
232-905,232,905,0.5625
232-906,232,906,0.3534
232-907,232,907,0.3534
232-908,232,908,0.2562
232-909,232,909,0.2519
232-912,232,912,0.2766
232-913,232,913,0.2766
232-914,232,914,0.2766
232-915,232,915,0.2766
232-916,232,916,0.2766
232-918,232,918,0.3579
232-919,232,919,0.3486
232-920,232,920,0.3486
232-921,232,921,0.3074
232-922,232,922,0.3074
232-923,232,923,0.2696
232-924,232,924,0.2696
232-925,232,925,0.2909
232-926,232,926,0.2909
232-927,232,927,0.2909
232-928,232,928,0.3391
232-930,232,930,0.2674
233-901,233,901,0.4268
233-902,233,902,0.4268
233-903,233,903,0.5625
233-904,233,904,0.5625
233-905,233,905,0.5625
233-906,233,906,0.3534
233-907,233,907,0.3534
233-908,233,908,0.2562
233-909,233,909,0.2519
233-910,233,910,0.2519
233-911,233,911,0.2766
233-912,233,912,0.2766
233-913,233,913,0.2766
233-914,233,914,0.2766
233-915,233,915,0.2766
233-916,233,916,0.2766
233-917,233,917,0.3579
233-918,233,918,0.3579
233-919,233,919,0.2381
233-920,233,920,0.2653
233-921,233,921,0.2347
233-922,233,922,0.2189
233-923,233,923,0.2696
233-924,233,924,0.2696
233-925,233,925,0.2909
233-926,233,926,0.2909
233-927,233,927,0.2909
233-928,233,928,0.3391
233-929,233,929,0.2674
233-930,233,930,0.2674
234-901,234,901,0.3882
234-902,234,902,0.3882
234-903,234,903,0.5625
234-904,234,904,0.5625
234-905,234,905,0.5625
234-906,234,906,0.3534
234-907,234,907,0.3534
234-908,234,908,0.2562
234-909,234,909,0.2519
234-910,234,910,0.2519
234-911,234,911,0.2874
234-912,234,912,0.2874
234-913,234,913,0.2874
234-914,234,914,0.2874
234-915,234,915,0.2874
234-916,234,916,0.2874
234-917,234,917,0.3579
234-918,234,918,0.3579
234-919,234,919,0.2381
234-920,234,920,0.2653
234-922,234,922,0.2189
234-923,234,923,0.2696
234-924,234,924,0.2696
234-925,234,925,0.2909
234-926,234,926,0.2909
234-927,234,927,0.2909
234-928,234,928,0.3391
234-929,234,929,0.2674
234-930,234,930,0.2674
235-901,235,901,0.3882
235-902,235,902,0.3882
235-904,235,904,0.5625
235-905,235,905,0.5625
235-906,235,906,0.3534
235-907,235,907,0.3534
235-908,235,908,0.2562
235-909,235,909,0.2519
235-910,235,910,0.2519
235-911,235,911,0.2874
235-912,235,912,0.2874
235-913,235,913,0.2874
235-914,235,914,0.2874
235-916,235,916,0.2874
235-917,235,917,0.3579
235-918,235,918,0.3579
235-919,235,919,0.2381
235-920,235,920,0.2653
235-921,235,921,0.2347
235-922,235,922,0.2189
235-923,235,923,0.2696
235-925,235,925,0.2909
235-926,235,926,0.2909
235-927,235,927,0.2909
235-928,235,928,0.3391
235-929,235,929,0.2674
235-930,235,930,0.2674
236-901,236,901,0.3882
236-902,236,902,0.3882
236-903,236,903,0.5625
236-904,236,904,0.5625
236-905,236,905,0.5625
236-906,236,906,0.3534
236-907,236,907,0.3534
236-908,236,908,0.2562
236-909,236,909,0.2137
236-910,236,910,0.2137
236-911,236,911,0.2874
236-912,236,912,0.2874
236-913,236,913,0.2874
236-914,236,914,0.2874
236-915,236,915,0.2874
236-916,236,916,0.2874
236-917,236,917,0.3579
236-918,236,918,0.3579
236-919,236,919,0.2381
236-920,236,920,0.2653
236-921,236,921,0.2347
236-922,236,922,0.2189
236-923,236,923,0.2696
236-924,236,924,0.2696
236-925,236,925,0.2909
236-926,236,926,0.2909
236-927,236,927,0.2909
236-928,236,928,0.3391
236-929,236,929,0.2674
236-930,236,930,0.2674
237-901,237,901,0.3882
237-902,237,902,0.3882
237-903,237,903,0.4356
237-905,237,905,0.4356
237-906,237,906,0.3534
237-907,237,907,0.3534
237-908,237,908,0.2562
237-909,237,909,0.2137
237-910,237,910,0.2137
237-911,237,911,0.2244
237-912,237,912,0.2244
237-913,237,913,0.2244
237-915,237,915,0.2244
237-916,237,916,0.2244
237-917,237,917,0.3579
237-918,237,918,0.3579
237-921,237,921,0.2312
237-922,237,922,0.2189
237-923,237,923,0.2851
237-925,237,925,0.2909
237-926,237,926,0.2909
237-927,237,927,0.2909
237-928,237,928,0.3391
237-929,237,929,0.2674
237-930,237,930,0.2674
238-901,238,901,0.3882
238-902,238,902,0.3882
238-903,238,903,0.4356
238-904,238,904,0.4356
238-905,238,905,0.4356
238-906,238,906,0.3534
238-908,238,908,0.2562
238-909,238,909,0.2137
238-910,238,910,0.2137
238-911,238,911,0.2244
238-912,238,912,0.2244
238-913,238,913,0.2244
238-914,238,914,0.2244
238-915,238,915,0.2244
238-916,238,916,0.2244
238-917,238,917,0.3579
238-918,238,918,0.3579
238-919,238,919,0.2381
238-920,238,920,0.2653
238-922,238,922,0.2189
238-923,238,923,0.2454
238-925,238,925,0.2909
238-926,238,926,0.2909
238-927,238,927,0.2909
238-928,238,928,0.3391
238-929,238,929,0.2674
238-930,238,930,0.2674
239-902,239,902,0.3882
239-903,239,903,0.4356
239-904,239,904,0.4356
239-905,239,905,0.4356
239-906,239,906,0.3534
239-907,239,907,0.3534
239-908,239,908,0.2562
239-909,239,909,0.2137
239-911,239,911,0.3973
239-912,239,912,0.3973
239-913,239,913,0.3973
239-914,239,914,0.3973
239-915,239,915,0.3973
239-916,239,916,0.3973
239-917,239,917,0.3973
239-918,239,918,0.3973
239-919,239,919,0.2381
239-920,239,920,0.2653
239-921,239,921,0.2312
239-923,239,923,0.2454
239-924,239,924,0.2454
239-925,239,925,0.2909
239-926,239,926,0.2909
239-927,239,927,0.2909
239-928,239,928,0.3391
239-929,239,929,0.2674
239-930,239,930,0.2674
240-901,240,901,0.3882
240-902,240,902,0.3882
240-903,240,903,0.5
240-904,240,904,0.5
240-905,240,905,0.5
240-906,240,906,0.3333
240-907,240,907,0.3333
240-908,240,908,0.2562
240-909,240,909,0.2137
240-910,240,910,0.2137
240-911,240,911,0.3973
240-912,240,912,0.3973
240-914,240,914,0.3973
240-915,240,915,0.3973
240-916,240,916,0.3973
240-917,240,917,0.3973
240-918,240,918,0.3973
240-919,240,919,0.2766
240-920,240,920,0.2766
240-921,240,921,0.2766
